ID,SFR,2MASS_ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,FL_Teff,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,FL_logLs,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,FL_logt,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,eA67_hi,eA67_lo,LIM_A67,FL_A36,A36,eA36_hi,eA36_lo,LIM_A36,FL_R7,R7,eR7_hi,eR7_lo,LIM_R7,REF_R7,FL_R6,R6,eR6_hi,eR6_lo,LIM_R6,REF_R6,FL_Mgas,Mgas,FL_RCO,R_CO,eR_CO
,Usco,J16020039-2221237,Usco_48,6.92,0.12,GaiaDR2,144.1,3.3,3.1,S,0,DEBRIS,M1,Luhman12,0,3.569,0.017,Barenfeld16,-0.320,145.0,0.150,0,-0.326,0.150,0.151,Barenfeld16,0,-0.336,0.116,0.095,0,6.12,0.36,0.26,341.1,1,-0.08,0.14,0.42,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16020287-2236139,J16020287,6.89,0.82,avg,144.4,25.8,12.0,U,0,DEBRIS,M0,Luhman12,0,3.586,0.024,Barenfeld16,-1.410,145.0,0.140,9,-0.700,0.191,0.164,Barenfeld16,0,-0.175,0.042,0.179,0,6.82,0.40,0.35,341.1,1,0.04,0.15,0.49,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16020757-2257467,J16020757,7.13,0.06,GaiaDR2,139.4,2.6,1.9,U,0,II,M2.5,Luhman12,0,3.543,0.018,Barenfeld16,-0.820,145.0,0.140,0,-0.851,0.139,0.141,Barenfeld16,0,-0.419,0.095,0.159,0,6.64,0.32,0.33,341.1,0,5.26,0.27,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.47,0.14,0.11,0.00,,,,,,,,,,,,
,Usco,J16024152-2138245,J16024152,7.05,0.13,GaiaDR2,141.5,3.3,3.3,U,0,II,M4.75,Luhman12,0,3.500,0.020,Barenfeld16,-1.440,145.0,0.140,0,-1.450,0.131,0.153,Barenfeld16,0,-0.755,0.157,0.136,0,6.84,0.40,0.26,341.1,0,10.25,0.19,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.02,0.12,0.13,0.00,,,,,,,,,,,,
,Usco,J16025123-2401574,RX_J1602.8-2401B,6.95,0.07,GaiaDR2,143.4,2.6,2.4,W,7.198,DEBRIS,K4,Luhman12,0,3.662,0.010,Barenfeld16,-0.200,145.0,0.150,0,-0.218,0.159,0.141,Barenfeld16,0,0.045,0.024,0.048,0,6.88,0.25,0.29,341.1,1,0.07,0.15,0.52,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16030161-2207523,J16030161,6.94,0.17,GaiaDR2,143.5,4.5,3.6,U,0,II,M4.75,Luhman12,0,3.500,0.020,Barenfeld16,-1.590,145.0,0.140,0,-1.594,0.139,0.145,Barenfeld16,0,-0.737,0.126,0.158,0,7.04,0.38,0.29,341.1,0,2.81,0.12,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.24,,,,,,,,,,,,
,Usco,J16031329-2112569,J16031329,6.98,0.12,GaiaDR2,142.8,3.3,3.0,U,0,II,M4.75,Luhman12,0,3.500,0.020,Barenfeld16,-1.380,145.0,0.140,0,-1.387,0.136,0.147,Barenfeld16,0,-0.718,0.124,0.176,0,6.73,0.42,0.24,341.1,1,0.06,0.12,0.42,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16032225-2413111,J16032225,6.93,0.14,GaiaDR2,144.0,3.6,3.6,U,0,II,M3.5,Luhman12,0,3.524,0.019,Barenfeld16,-0.970,145.0,0.140,0,-0.973,0.136,0.145,Barenfeld16,0,-0.564,0.123,0.185,0,6.53,0.35,0.33,341.1,0,2.42,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16035767-2031055,RX_J1603.9-2031A,7.01,0.04,GaiaDR2,142.1,2.3,2.0,S,0,II,K5,Luhman12,0,3.639,0.024,Barenfeld16,-0.170,145.0,0.150,0,-0.173,0.136,0.166,Barenfeld16,0,-0.004,0.033,0.132,0,6.57,0.32,0.35,341.1,0,4.30,0.39,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.63,0.29,0.25,0.00,,,,,,,,,,,,
,Usco,J16035793-1942108,J16035793,6.33,0.08,GaiaDR2,157.3,3.4,2.9,U,0,II,M2,Luhman12,0,3.552,0.018,Barenfeld16,-0.960,145.0,0.150,0,-0.884,0.145,0.157,Barenfeld16,0,-0.361,0.093,0.144,0,6.81,0.34,0.33,341.1,0,1.17,0.14,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16041740-1942287,J16041740,6.20,0.09,GaiaDR2,160.4,3.9,3.0,U,0,II,M3.5,Luhman12,0,3.524,0.019,Barenfeld16,-1.070,145.0,0.140,0,-0.980,0.142,0.142,Barenfeld16,0,-0.556,0.116,0.189,0,6.51,0.37,0.31,341.1,0,0.89,0.14,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16042165-2130284,RX_J1604.3-2130A,6.66,0.06,GaiaDR2,149.4,2.9,2.3,S,0,TD,K2,Luhman12,0,3.690,0.016,Barenfeld16,-0.240,145.0,0.150,0,-0.205,0.142,0.159,Barenfeld16,0,0.044,0.033,0.100,0,7.14,0.37,0.27,341.1,0,218.76,0.81,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,2.16,0.03,0.02,2.21,Tripathi17,,,,,,,,,,,
,Usco,J16043916-1942459,J16043916,6.61,0.10,GaiaDR2,150.5,3.6,2.8,U,0,DEBRIS,M3.25,Luhman12,0,3.552,0.018,Barenfeld16,-1.170,145.0,0.140,0,-1.129,0.134,0.149,Barenfeld16,0,-0.365,0.072,0.145,0,7.14,0.33,0.33,341.1,0,0.49,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16050231-1941554,J16050231,6.33,0.13,GaiaDR2,156.7,4.9,3.2,U,0,DEBRIS,M4.5,Luhman12,0,3.505,0.020,Barenfeld16,-1.570,145.0,0.140,0,-1.499,0.142,0.141,Barenfeld16,0,-0.715,0.143,0.154,0,7.01,0.35,0.35,341.1,1,-0.16,0.15,0.45,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16052459-1954419,J16052459,6.54,0.10,GaiaDR2,152.1,3.7,2.9,U,0,DEBRIS,M3.5,Luhman12,0,3.524,0.019,Barenfeld16,-1.080,145.0,0.140,0,-1.053,0.157,0.123,Barenfeld16,0,-0.562,0.123,0.175,0,6.58,0.40,0.28,341.1,1,0.22,0.15,0.67,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16052556-2035397,J16052556,7.01,0.16,GaiaDR2,141.8,4.4,3.3,U,0,EVOLVED,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.370,145.0,0.140,0,-1.379,0.136,0.148,Barenfeld16,0,-0.814,0.164,0.235,0,6.55,0.47,0.24,341.1,0,1.53,0.20,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,1.84,,,,,,,,,,,,
,Usco,J16052661-1957050,J16052661,6.45,0.62,avg,155.1,19.6,12.0,U,0,EVOLVED,M4.5,Luhman12,0,3.505,0.020,Barenfeld16,-1.130,145.0,0.140,0,-1.060,0.170,0.160,Barenfeld16,0,-0.709,0.143,0.195,0,6.37,0.37,0.51,341.1,1,0.07,0.15,0.52,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16053215-1933159,J16053215,6.49,0.10,GaiaDR2,153.6,3.4,3.4,U,0,EVOLVED,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.590,145.0,0.140,0,-1.538,0.138,0.143,Barenfeld16,0,-0.800,0.134,0.278,0,6.76,0.45,0.27,341.1,1,0.25,0.20,0.85,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16054540-2023088,J16054540,6.89,0.10,GaiaDR2,144.7,3.0,2.8,U,0,II,M2,Luhman12,0,3.552,0.018,Barenfeld16,-0.900,145.0,0.140,0,-0.885,0.123,0.158,Barenfeld16,0,-0.387,0.117,0.117,0,6.84,0.31,0.34,341.1,0,7.64,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16055863-1949029,J16055863,6.72,0.08,GaiaDR2,148.5,2.6,3.0,U,0,EVOLVED,M4,Luhman12,0,3.515,0.019,Barenfeld16,-1.200,145.0,0.140,0,-1.175,0.134,0.147,Barenfeld16,0,-0.600,0.102,0.205,0,6.64,0.41,0.27,341.1,1,-0.08,0.15,0.45,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16060061-1957114,J16060061,5.86,0.59,avg,169.0,25.0,12.1,U,0,EVOLVED,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.200,145.0,0.140,0,-1.041,0.170,0.167,Barenfeld16,0,-0.853,0.219,0.083,0,6.30,0.32,0.36,341.1,1,0.00,0.13,0.39,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16061330-2212537,J16061330,7.16,0.09,GaiaDR2,139.3,2.5,2.7,U,0,DEBRIS,M4,Luhman12,0,3.515,0.019,Barenfeld16,-0.670,145.0,0.150,0,-0.724,0.169,0.132,Barenfeld16,0,-0.745,0.217,0.072,0,6.08,0.25,0.67,341.1,1,-0.20,0.12,0.36,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16062196-1928445,RX_J1606.3-1928,6.52,0.59,avg,151.4,20.1,9.4,J,0.578,TD,M0,Luhman12,0,3.586,0.024,Barenfeld16,-0.250,145.0,0.140,0,-0.201,0.178,0.147,Barenfeld16,0,-0.239,0.116,0.169,0,6.02,0.47,0.30,341.1,0,4.08,0.52,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.18,,,,,,,,,,,,
,Usco,J16062277-2011243,J16062277,6.62,0.11,GaiaDR2,150.3,3.7,3.0,U,0,TD,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.410,145.0,0.140,0,-1.376,0.140,0.142,Barenfeld16,0,-0.798,0.144,0.256,0,6.57,0.44,0.28,341.1,0,0.59,0.14,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.42,,,,,,,,,,,,
,Usco,J16063539-2516510,J16063539,7.17,0.15,GaiaDR2,139.1,3.6,3.4,U,0,EVOLVED,M4.5,Luhman12,0,3.505,0.020,Barenfeld16,-1.600,145.0,0.140,0,-1.626,0.131,0.153,Barenfeld16,0,-0.721,0.135,0.155,0,7.18,0.36,0.35,341.1,0,1.69,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,1.70,,,,,,,,,,,,
,Usco,J16064102-2455489,J16064102,6.57,0.13,GaiaDR2,151.7,4.0,3.6,U,0,EVOLVED,M4.5,Luhman12,0,3.505,0.020,Barenfeld16,-1.700,145.0,0.150,0,-1.675,0.167,0.137,Barenfeld16,0,-0.721,0.133,0.154,0,7.21,0.37,0.35,341.1,0,3.05,0.14,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.41,0.14,0.16,0.00,,,,,,,,,,,,
,Usco,J16064115-2517044,J16064115,6.69,0.11,GaiaDR2,149.0,3.4,3.2,U,0,EVOLVED,M3.25,Luhman12,0,3.552,0.018,Barenfeld16,-1.220,145.0,0.140,0,-1.199,0.144,0.138,Barenfeld16,0,-0.373,0.073,0.136,0,7.30,0.26,0.39,341.1,1,0.20,0.15,0.65,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16064385-1908056,J16064385,6.93,0.32,GaiaDR2,144.5,7.3,6.8,S,0,EVOLVED,K6,Luhman12,0,3.624,0.015,Barenfeld16,-0.390,145.0,0.140,0,-0.393,0.146,0.148,Barenfeld16,0,-0.053,0.032,0.065,0,6.76,0.33,0.27,341.1,0,0.84,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.82,0.40,0.58,0.00,,,,,,,,,,,,
,Usco,J16070014-2033092,J16070014,7.18,0.09,GaiaDR2,138.9,2.5,2.7,U,0,II,M2.75,Luhman12,0,3.552,0.018,Barenfeld16,-0.950,145.0,0.140,0,-0.987,0.140,0.143,Barenfeld16,0,-0.379,0.102,0.123,0,7.03,0.24,0.41,341.1,1,0.22,0.15,0.67,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16070211-2019387,J16070211,6.70,0.22,GaiaDR2,148.7,5.9,4.8,HJ,0.055,II,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.520,145.0,0.140,0,-1.500,0.147,0.139,Barenfeld16,0,-0.841,0.174,0.236,0,6.69,0.45,0.26,341.1,1,-0.09,0.20,0.60,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16070873-1927341,J16070873,6.84,0.09,GaiaDR2,145.5,3.2,2.5,U,0,DEBRIS,M4,Luhman12,0,3.515,0.019,Barenfeld16,-1.280,145.0,0.140,0,-1.270,0.134,0.148,Barenfeld16,0,-0.604,0.102,0.194,0,6.86,0.33,0.37,341.1,1,-0.09,0.15,0.45,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16071971-2020555,J16071971,6.09,0.12,GaiaDR2,163.3,4.7,3.7,U,0,DEBRIS,M3,Luhman12,0,3.533,0.018,Barenfeld16,-1.050,145.0,0.140,0,-0.948,0.145,0.139,Barenfeld16,0,-0.488,0.102,0.163,0,6.65,0.30,0.36,341.1,1,0.16,0.16,0.64,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16072625-2432079,J16072625,7.00,0.10,GaiaDR2,142.3,3.1,2.7,U,0,II,M3.5,Luhman12,0,3.524,0.019,Barenfeld16,-0.920,145.0,0.140,0,-0.932,0.138,0.146,Barenfeld16,0,-0.549,0.103,0.207,0,6.43,0.38,0.30,341.1,0,13.12,0.24,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.27,0.07,0.06,0.00,,,,,,,,,,,,
,Usco,J16072747-2059442,J16072747,6.06,0.88,avg,164.2,39.6,15.5,U,0,EVOLVED,M4.75,Luhman12,0,3.500,0.020,Barenfeld16,-0.990,145.0,0.150,0,-0.831,0.204,0.205,Barenfeld16,0,-0.825,0.194,0.082,0,6.10,0.25,0.79,341.1,0,2.13,0.12,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,1.38,,,,,,,,,,,,
,Usco,J16073939-1917472,J16073939,7.28,0.07,GaiaDR2,136.6,2.6,2.0,U,0,DEBRIS,M2,Luhman12,0,3.552,0.018,Barenfeld16,-0.760,145.0,0.140,0,-0.814,0.145,0.136,Barenfeld16,0,-0.370,0.103,0.134,0,6.70,0.33,0.34,341.1,0,0.58,0.16,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16075796-2040087,IRAS_16050-2032,5.04,0.20,GaiaDR2,197.4,9.9,7.7,U,0,II,M1,Luhman12,0,3.569,0.017,Barenfeld16,-0.820,145.0,0.150,0,-0.551,0.158,0.154,Barenfeld16,0,-0.304,0.115,0.094,0,6.55,0.31,0.35,341.1,0,23.49,0.12,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.25,0.11,0.11,0.00,,,,,,,,,,,,
,Usco,J16080555-2218070,J16080555,7.01,0.07,GaiaDR2,142.1,2.6,2.3,U,0,DEBRIS,M3.25,Luhman12,0,3.552,0.018,Barenfeld16,-0.820,145.0,0.140,0,-0.830,0.135,0.148,Barenfeld16,0,-0.370,0.103,0.134,0,6.77,0.29,0.37,341.1,1,0.02,0.12,0.38,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16081566-2222199,J16081566,7.13,0.08,GaiaDR2,139.7,2.7,2.3,U,0,II,M3.25,Luhman12,0,3.552,0.018,Barenfeld16,-0.850,145.0,0.140,0,-0.870,0.129,0.152,Barenfeld16,0,-0.365,0.096,0.138,0,6.75,0.38,0.27,341.1,0,0.97,0.12,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.59,,,,,,,,,,,,
,Usco,J16082324-1930009,J16082324,7.25,0.06,GaiaDR2,137.3,2.5,2.0,S,0,II,K9,Luhman12,0,3.590,0.010,Barenfeld16,-0.590,145.0,0.150,0,-0.630,0.144,0.156,Barenfeld16,0,-0.155,0.032,0.074,0,6.87,0.29,0.26,341.1,0,43.19,0.81,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.61,0.07,0.06,0.00,,,,,,,,,,,,
,Usco,J16082751-1949047,J16082751,7.08,0.75,avg,139.8,22.1,10.0,U,0,EVOLVED,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.160,145.0,0.140,0,-1.184,0.193,0.146,Barenfeld16,0,-0.851,0.217,0.124,0,6.39,0.38,0.33,341.1,0,0.76,0.13,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.79,0.63,0.60,0.00,,,,,,,,,,,,
,Usco,J16083455-2211559,J16083455,7.38,0.14,GaiaDR2,135.0,3.4,2.9,U,0,EVOLVED,M4.5,Luhman12,0,3.505,0.020,Barenfeld16,-1.460,145.0,0.140,0,-1.520,0.141,0.142,Barenfeld16,0,-0.678,0.104,0.188,0,7.01,0.38,0.32,341.1,1,0.01,0.12,0.37,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16084894-2400045,J16084894,6.90,0.10,GaiaDR2,144.0,3.4,2.5,U,0,II,M3.75,Luhman12,0,3.519,0.019,Barenfeld16,-1.250,145.0,0.140,0,-1.257,0.145,0.138,Barenfeld16,0,-0.589,0.115,0.178,0,6.82,0.40,0.31,341.1,1,-0.06,0.15,0.45,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16090002-1908368,J16090002,7.19,0.14,GaiaDR2,138.5,3.6,3.0,U,0,II,M5,Luhman12,0,3.495,0.020,Barenfeld16,-1.330,145.0,0.140,0,-1.378,0.152,0.132,Barenfeld16,0,-0.758,0.114,0.290,0,6.56,0.45,0.28,341.1,0,1.73,0.13,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.53,0.80,0.38,0.00,,,,,,,,,,,,
,Usco,J16090075-1908526,J16090075,7.27,0.08,GaiaDR2,137.1,2.5,2.3,S,0,II,K9,Luhman12,0,3.590,0.010,Barenfeld16,-0.450,145.0,0.150,0,-0.491,0.144,0.158,Barenfeld16,0,-0.166,0.044,0.076,0,6.68,0.28,0.28,341.1,0,47.28,0.91,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,0,1.52,0.11,0.07,0.00,,,,,,,,,,,,
,Usco,J16093558-1828232,J16093558,6.05,0.10,GaiaDR2,164.6,4.1,3.6,U,0,II,M3,Luhman12,0,3.533,0.018,Barenfeld16,-1.060,145.0,0.140,0,-0.942,0.134,0.149,Barenfeld16,0,-0.484,0.095,0.169,0,6.66,0.30,0.36,341.1,0,0.69,0.15,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.66,,,,,,,,,,,,
,Usco,J16094098-2217594,J16094098,6.84,0.05,GaiaDR2,145.2,2.8,1.9,S,0,DEBRIS,M0,Luhman12,0,3.586,0.024,Barenfeld16,-0.170,145.0,0.150,0,-0.164,0.150,0.153,Barenfeld16,0,-0.244,0.116,0.169,0,6.05,0.38,0.35,341.1,0,0.44,0.12,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.56,,,,,,,,,,,,
,Usco,J16095361-1754474,J16095361,6.34,0.21,GaiaDR2,156.7,6.7,4.9,U,0,II,M3,Luhman12,0,3.533,0.018,Barenfeld16,-1.340,145.0,0.140,0,-1.272,0.148,0.140,Barenfeld16,0,-0.480,0.083,0.176,0,7.09,0.33,0.37,341.1,0,0.87,0.16,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16095441-1906551,J16095441,7.31,0.06,GaiaDR2,136.2,2.4,1.9,S,0,DEBRIS,M1,Luhman12,0,3.569,0.017,Barenfeld16,-0.650,145.0,0.150,0,-0.709,0.155,0.145,Barenfeld16,0,-0.284,0.094,0.105,0,6.77,0.29,0.35,341.1,0,0.50,0.16,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2.45,,,,,,,,,,,,
,Usco,J16095933-1800090,J16095933,7.34,0.12,GaiaDR2,135.9,3.0,2.8,U,0,II,M4,Luhman12,0,3.515,0.019,Barenfeld16,-1.000,145.0,0.140,0,-1.039,0.123,0.159,Barenfeld16,0,-0.624,0.123,0.206,0,6.44,0.43,0.27,341.1,0,0.67,0.18,0.00,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16101473-1919095,J16101473,7.15,0.08,GaiaDR2,139.3,2.7,2.3,U,0,DEBRIS,M2,Luhman12,0,3.552,0.018,Barenfeld16,-0.840,145.0,0.140,0,-0.876,0.143,0.140,Barenfeld16,0,-0.363,0.093,0.144,0,6.82,0.29,0.36,341.1,1,0.01,0.16,0.49,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16101888-2502325,J16101888,6.42,0.16,GaiaDR2,155.2,4.9,4.2,U,0,TD,M4.5,Luhman12,0,3.500,0.020,Barenfeld16,-1.350,145.0,0.150,0,-1.287,0.149,0.156,Barenfeld16,0,-0.740,0.145,0.166,0,6.56,0.45,0.22,341.1,1,0.30,0.14,0.72,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
,Usco,J16102174-1904067,J16102174,7.46,0.06,GaiaDR2,133.6,2.2,2.0,J,4.606,DEBRIS,M1,Luhman12,0,3.569,0.017,Barenfeld16,-0.670,145.0,0.150,0,-0.741,0.149,0.151,Barenfeld16,0,-0.263,0.074,0.126,0,6.77,0.35,0.28,341.1,1,-0.05,0.16,0.48,Barenfeld16,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
